ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,Count,ont,comparison,geneID,symbol
hsa04630,Jak-STAT signaling pathway,3/15,162/7431,0.003816154423399333,0.027768738429709644,0.01739320719390252,3,kg,PCR,596/595/53832,BCL2/CCND1/IL20RA
hsa04930,Type II diabetes mellitus,2/15,46/7431,0.003739730046008145,0.027768738429709644,0.01739320719390252,2,kg,PCR,776/3667,CACNA1D/IRS1
hsa05224,Breast cancer,3/15,147/7431,0.0028982059646933366,0.027768738429709644,0.01739320719390252,3,kg,PCR,3480/51176/595,IGF1R/LEF1/CCND1
hsa05226,Gastric cancer,3/15,149/7431,0.003011616808984913,0.027768738429709644,0.01739320719390252,3,kg,PCR,596/51176/595,BCL2/LEF1/CCND1
hsa05225,Hepatocellular carcinoma,3/15,168/7431,0.004227930607012281,0.028421089080471446,0.017801813082156975,3,kg,PCR,3480/51176/595,IGF1R/LEF1/CCND1
hsa05213,Endometrial cancer,2/15,58/7431,0.005889841867917245,0.037508992948315084,0.023494106065930286,2,kg,PCR,51176/595,LEF1/CCND1
hsa04115,p53 signaling pathway,2/15,72/7431,0.008960156230804409,0.04015477421953087,0.025151315735591328,2,kg,PCR,596/595,BCL2/CCND1
hsa04213,Longevity regulating pathway - multiple species,2/15,62/7431,0.0067065639867528795,0.04015477421953087,0.025151315735591328,2,kg,PCR,3480/3667,IGF1R/IRS1
hsa04520,Adherens junction,2/15,72/7431,0.008960156230804409,0.04015477421953087,0.025151315735591328,2,kg,PCR,3480/51176,IGF1R/LEF1
hsa04927,Cortisol synthesis and secretion,2/15,64/7431,0.00713326083545072,0.04015477421953087,0.025151315735591328,2,kg,PCR,776/8912,CACNA1D/CACNA1H
hsa05214,Glioma,2/15,71/7431,0.008721403732291338,0.04015477421953087,0.025151315735591328,2,kg,PCR,3480/595,IGF1R/CCND1
hsa05218,Melanoma,2/15,72/7431,0.008960156230804409,0.04015477421953087,0.025151315735591328,2,kg,PCR,3480/595,IGF1R/CCND1
hsa05221,Acute myeloid leukemia,2/15,66/7431,0.007572059339692414,0.04015477421953087,0.025151315735591328,2,kg,PCR,51176/595,LEF1/CCND1
hsa05412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),2/15,72/7431,0.008960156230804409,0.04015477421953087,0.025151315735591328,2,kg,PCR,776/51176,CACNA1D/LEF1
hsa01521,EGFR tyrosine kinase inhibitor resistance,2/15,79/7431,0.010712980070586499,0.04629537816217737,0.028997540040685266,2,kg,PCR,596/3480,BCL2/IGF1R
hsa04211,Longevity regulating pathway,2/15,89/7431,0.01345897188839162,0.05615639994811676,0.03517408261213056,2,kg,PCR,3480/3667,IGF1R/IRS1
hsa04713,Circadian entrainment,2/15,96/7431,0.01554536938838052,0.05878092799981384,0.03681798013037492,2,kg,PCR,776/8912,CACNA1D/CACNA1H
hsa04925,Aldosterone synthesis and secretion,2/15,96/7431,0.01554536938838052,0.05878092799981384,0.03681798013037492,2,kg,PCR,776/8912,CACNA1D/CACNA1H
hsa05222,Small cell lung cancer,2/15,93/7431,0.014634940666062456,0.05878092799981384,0.03681798013037492,2,kg,PCR,596/595,BCL2/CCND1
hsa04066,HIF-1 signaling pathway,2/15,100/7431,0.016796667908653425,0.0597763769690313,0.03744148883662683,2,kg,PCR,596/3480,BCL2/IGF1R
hsa04933,AGE-RAGE signaling pathway in diabetic complications,2/15,99/7431,0.01647986833744164,0.0597763769690313,0.03744148883662683,2,kg,PCR,596/595,BCL2/CCND1
hsa04928,"Parathyroid hormone synthesis, secretion and action",2/15,106/7431,0.018752385289446432,0.06482967485780053,0.04060666889744791,2,kg,PCR,2625/596,GATA3/BCL2
hsa04725,Cholinergic synapse,2/15,112/7431,0.020800642487124016,0.06802372272816232,0.04260729044304209,2,kg,PCR,596/776,BCL2/CACNA1D
hsa05206,MicroRNAs in cancer,3/15,299/7431,0.020479542226699666,0.06802372272816232,0.04260729044304209,3,kg,PCR,596/3667/595,BCL2/IRS1/CCND1
hsa04722,Neurotrophin signaling pathway,2/15,119/7431,0.02330430197890292,0.07420580366966456,0.04647949425155153,2,kg,PCR,596/3667,BCL2/IRS1
hsa04550,Signaling pathways regulating pluripotency of stem cells,2/15,139/7431,0.03110475830451813,0.09409189387116734,0.05893533152435014,2,kg,PCR,658/3480,BMPR1B/IGF1R
hsa05418,Fluid shear stress and atherosclerosis,2/15,139/7431,0.03110475830451813,0.09409189387116734,0.05893533152435014,2,kg,PCR,658/596,BMPR1B/BCL2
hsa04261,Adrenergic signaling in cardiomyocytes,2/15,144/7431,0.03319821331629453,0.09564247169694376,0.05990655034519315,2,kg,PCR,596/776,BCL2/CACNA1D
hsa05161,Hepatitis B,2/15,144/7431,0.03319821331629453,0.09564247169694376,0.05990655034519315,2,kg,PCR,596/595,BCL2/CCND1
hsa04310,Wnt signaling pathway,2/15,146/7431,0.03405105225194074,0.09581807726708906,0.06001654252484047,2,kg,PCR,51176/595,LEF1/CCND1
hsa04150,mTOR signaling pathway,2/15,151/7431,0.036221141982765694,0.09857896689507613,0.06174585138273581,2,kg,PCR,3480/3667,IGF1R/IRS1
hsa04921,Oxytocin signaling pathway,2/15,152/7431,0.036661599258499385,0.09857896689507613,0.06174585138273581,2,kg,PCR,776/595,CACNA1D/CCND1
hsa04218,Cellular senescence,2/15,160/7431,0.040260998782393954,0.1059039315797754,0.0663339110373539,2,kg,PCR,776/595,CACNA1D/CCND1
hsa04022,cGMP-PKG signaling pathway,2/15,163/7431,0.04164489370097926,0.10721344974081895,0.06715413989855559,2,kg,PCR,776/3667,CACNA1D/IRS1
hsa04530,Tight junction,2/15,170/7431,0.044944489071710336,0.11216894813495074,0.07025806233768121,2,kg,PCR,776/595,CACNA1D/CCND1
hsa05010,Alzheimer's disease,2/15,171/7431,0.04542378891415361,0.11216894813495074,0.07025806233768121,2,kg,PCR,4137/776,MAPT/CACNA1D
hsa04020,Calcium signaling pathway,2/15,182/7431,0.05082329629141584,0.12162599808491656,0.07618157339812086,2,kg,PCR,776/8912,CACNA1D/CACNA1H
hsa04950,Maturity onset diabetes of the young,1/15,26/7431,0.05126385043248549,0.12162599808491656,0.07618157339812086,1,kg,PCR,3087,HHEX
hsa05202,Transcriptional misregulation in cancer,2/15,186/7431,0.052843210872077086,0.1229620868369486,0.0770184449957399,2,kg,PCR,3480/3087,IGF1R/HHEX
hsa05205,Proteoglycans in cancer,2/15,201/7431,0.06067415334698873,0.13852023688652146,0.08676343676232749,2,kg,PCR,3480/595,IGF1R/CCND1
hsa04215,Apoptosis - multiple species,1/15,33/7431,0.0646404685135149,0.14484253129880192,0.0907234645803718,1,kg,PCR,596,BCL2
hsa04960,Aldosterone-regulated sodium reabsorption,1/15,37/7431,0.07220500352330983,0.15885100775128164,0.09949780389814944,1,kg,PCR,3667,IRS1
hsa05219,Bladder cancer,1/15,41/7431,0.07971240947716673,0.17223574190602098,0.10788145643526326,1,kg,PCR,595,CCND1
hsa04973,Carbohydrate digestion and absorption,1/15,44/7431,0.08530571423361943,0.18108756881171845,0.11342588042143306,1,kg,PCR,776,CACNA1D
hsa04913,Ovarian steroidogenesis,1/15,49/7431,0.09455743501863478,0.19069082728758013,0.11944097054985447,1,kg,PCR,3480,IGF1R
hsa05144,Malaria,1/15,49/7431,0.09455743501863478,0.19069082728758013,0.11944097054985447,1,kg,PCR,7060,THBS4
hsa05166,HTLV-I infection,2/15,255/7431,0.0918575314242522,0.19069082728758013,0.11944097054985447,2,kg,PCR,4602/595,MYB/CCND1
hsa05014,Amyotrophic lateral sclerosis (ALS),1/15,51/7431,0.09823360893007804,0.19485683082851546,0.12205038555592096,1,kg,PCR,596,BCL2
hsa04923,Regulation of lipolysis in adipocytes,1/15,54/7431,0.10372175829688213,0.20242472183746352,0.12679060436970313,1,kg,PCR,3667,IRS1
hsa05416,Viral myocarditis,1/15,59/7431,0.11279945122541535,0.2166465650519882,0.13569858794034928,1,kg,PCR,595,CCND1
hsa04730,Long-term depression,1/15,60/7431,0.11460466124055635,0.21667443765792685,0.135716046205922,1,kg,PCR,3480,IGF1R
hsa04060,Cytokine-cytokine receptor interaction,2/15,294/7431,0.11681282393224075,0.21670085326003352,0.13573259186361386,2,kg,PCR,658/53832,BMPR1B/IL20RA
hsa04924,Renin secretion,1/15,65/7431,0.1235794016420303,0.21670085326003352,0.13573259186361386,1,kg,PCR,776,CACNA1D
hsa05217,Basal cell carcinoma,1/15,63/7431,0.11999974327386032,0.21670085326003352,0.13573259186361386,1,kg,PCR,51176,LEF1
hsa05223,Non-small cell lung cancer,1/15,66/7431,0.12536412998514335,0.21670085326003352,0.13573259186361386,1,kg,PCR,595,CCND1
hsa05230,Central carbon metabolism in cancer,1/15,65/7431,0.1235794016420303,0.21670085326003352,0.13573259186361386,1,kg,PCR,5979,RET
hsa05321,Inflammatory bowel disease (IBD),1/15,65/7431,0.1235794016420303,0.21670085326003352,0.13573259186361386,1,kg,PCR,2625,GATA3
hsa04917,Prolactin signaling pathway,1/15,70/7431,0.1324691776094875,0.2185736251862775,0.1369056199513874,1,kg,PCR,595,CCND1
hsa04920,Adipocytokine signaling pathway,1/15,69/7431,0.13069798360705676,0.2185736251862775,0.1369056199513874,1,kg,PCR,3667,IRS1
hsa05031,Amphetamine addiction,1/15,68/7431,0.12892341498350024,0.2185736251862775,0.1369056199513874,1,kg,PCR,776,CACNA1D
hsa05165,Human papillomavirus infection,2/15,319/7431,0.13367312614697963,0.2185736251862775,0.1369056199513874,2,kg,PCR,7060/595,THBS4/CCND1
hsa01524,Platinum drug resistance,1/15,73/7431,0.1377625714394345,0.2222569485889543,0.13921270377037592,1,kg,PCR,596,BCL2
hsa05212,Pancreatic cancer,1/15,75/7431,0.14127473655789513,0.22475484059245282,0.14077728162380693,1,kg,PCR,595,CCND1
hsa05220,Chronic myeloid leukemia,1/15,76/7431,0.1430258076497427,0.22475484059245282,0.14077728162380693,1,kg,PCR,595,CCND1
hsa04260,Cardiac muscle contraction,1/15,78/7431,0.1465179564072534,0.22729067596509822,0.14236562565886973,1,kg,PCR,776,CACNA1D
hsa04350,TGF-beta signaling pathway,1/15,84/7431,0.15691487829051531,0.2340850694040582,0.14662135708649146,1,kg,PCR,658,BMPR1B
hsa04512,ECM-receptor interaction,1/15,82/7431,0.15346244485961413,0.2340850694040582,0.14662135708649146,1,kg,PCR,7060,THBS4
hsa04911,Insulin secretion,1/15,85/7431,0.1586361627366345,0.2340850694040582,0.14662135708649146,1,kg,PCR,776,CACNA1D
hsa05410,Hypertrophic cardiomyopathy (HCM),1/15,83/7431,0.15519030760653274,0.2340850694040582,0.14662135708649146,1,kg,PCR,776,CACNA1D
hsa04727,GABAergic synapse,1/15,88/7431,0.1637803567559114,0.23876413454777445,0.14955213299208145,1,kg,PCR,776,CACNA1D
hsa05414,Dilated cardiomyopathy (DCM),1/15,90/7431,0.16719349461159627,0.24083824819051367,0.15085127333377107,1,kg,PCR,776,CACNA1D
hsa04658,Th1 and Th2 cell differentiation,1/15,92/7431,0.1705936265108653,0.24240637655538064,0.1518334850977591,1,kg,PCR,2625,GATA3
hsa04912,GnRH signaling pathway,1/15,93/7431,0.17228882961787384,0.24240637655538064,0.1518334850977591,1,kg,PCR,776,CACNA1D
hsa04064,NF-kappa B signaling pathway,1/15,95/7431,0.17566953884638326,0.2443220023035905,0.15303335507488924,1,kg,PCR,596,BCL2
hsa04914,Progesterone-mediated oocyte maturation,1/15,99/7431,0.18239232948919692,0.25078945304764577,0.15708430290935624,1,kg,PCR,3480,IGF1R
hsa04916,Melanogenesis,1/15,101/7431,0.18573450206867037,0.25251544663268666,0.15816539502003865,1,kg,PCR,51176,LEF1
hsa04659,Th17 cell differentiation,1/15,107/7431,0.19568467270428813,0.26019610326614134,0.16297624562994503,1,kg,PCR,2625,GATA3
hsa04931,Insulin resistance,1/15,107/7431,0.19568467270428813,0.26019610326614134,0.16297624562994503,1,kg,PCR,3667,IRS1
hsa04724,Glutamatergic synapse,1/15,114/7431,0.2071497425859682,0.26797978369928427,0.1678516261535317,1,kg,PCR,776,CACNA1D
hsa04726,Serotonergic synapse,1/15,115/7431,0.20877510186725956,0.26797978369928427,0.1678516261535317,1,kg,PCR,776,CACNA1D
hsa04919,Thyroid hormone signaling pathway,1/15,116/7431,0.21039735083828104,0.26797978369928427,0.1678516261535317,1,kg,PCR,595,CCND1
hsa05145,Toxoplasmosis,1/15,113/7431,0.20552126745777288,0.26797978369928427,0.1678516261535317,1,kg,PCR,596,BCL2
hsa04071,Sphingolipid signaling pathway,1/15,118/7431,0.21363253995064624,0.26926601389612703,0.16865726838208916,1,kg,PCR,596,BCL2
hsa04270,Vascular smooth muscle contraction,1/15,121/7431,0.21846213418647797,0.27251462099550344,0.1706920636074489,1,kg,PCR,776,CACNA1D
hsa04110,Cell cycle,1/15,124/7431,0.22326403284174878,0.2728782623621374,0.17091983375444886,1,kg,PCR,595,CCND1
hsa04114,Oocyte meiosis,1/15,124/7431,0.22326403284174878,0.2728782623621374,0.17091983375444886,1,kg,PCR,3480,IGF1R
hsa04210,Apoptosis,1/15,136/7431,0.24219761154819863,0.2808995490199776,0.17594404114343967,1,kg,PCR,596,BCL2
hsa04371,Apelin signaling pathway,1/15,137/7431,0.243755807000807,0.2808995490199776,0.17594404114343967,1,kg,PCR,595,CCND1
hsa04728,Dopaminergic synapse,1/15,131/7431,0.23436158540562357,0.2808995490199776,0.17594404114343967,1,kg,PCR,776,CACNA1D
hsa04910,Insulin signaling pathway,1/15,137/7431,0.243755807000807,0.2808995490199776,0.17594404114343967,1,kg,PCR,3667,IRS1
hsa04915,Estrogen signaling pathway,1/15,137/7431,0.243755807000807,0.2808995490199776,0.17594404114343967,1,kg,PCR,596,BCL2
hsa05162,Measles,1/15,132/7431,0.2359348150246532,0.2808995490199776,0.17594404114343967,1,kg,PCR,595,CCND1
hsa04723,Retrograde endocannabinoid signaling,1/15,148/7431,0.260699734138936,0.29653186179867885,0.18573548542413987,1,kg,PCR,776,CACNA1D
hsa04932,Non-alcoholic fatty liver disease (NAFLD),1/15,149/7431,0.26222239018560856,0.29653186179867885,0.18573548542413987,1,kg,PCR,3667,IRS1
hsa04145,Phagosome,1/15,152/7431,0.2667728149411206,0.2988843574803296,0.1872089929411373,1,kg,PCR,7060,THBS4
hsa04217,Necroptosis,1/15,162/7431,0.28175242110654874,0.3127710362742422,0.19590704316437965,1,kg,PCR,596,BCL2
hsa04141,Protein processing in endoplasmic reticulum,1/15,165/7431,0.28619029695062326,0.3148093266456856,0.1971837452674151,1,kg,PCR,596,BCL2
hsa04621,NOD-like receptor signaling pathway,1/15,168/7431,0.29060256973200993,0.3167829814195784,0.19841996226367678,1,kg,PCR,596,BCL2
hsa04360,Axon guidance,1/15,175/7431,0.3007990749296956,0.32497042916511754,0.2035482461930271,1,kg,PCR,658,BMPR1B
hsa05152,Tuberculosis,1/15,179/7431,0.3065640650031247,0.328267715622815,0.20561353218653922,1,kg,PCR,596,BCL2
hsa05167,Kaposi's sarcoma-associated herpesvirus infection,1/15,186/7431,0.31654617880610647,0.3359832248731481,0.2104462130566913,1,kg,PCR,595,CCND1
hsa04024,cAMP signaling pathway,1/15,198/7431,0.333346982779657,0.34902453124012806,0.21861475640964956,1,kg,PCR,776,CACNA1D
hsa05169,Epstein-Barr virus infection,1/15,201/7431,0.3374865302073965,0.34902453124012806,0.21861475640964956,1,kg,PCR,596,BCL2
hsa05203,Viral carcinogenesis,1/15,201/7431,0.3374865302073965,0.34902453124012806,0.21861475640964956,1,kg,PCR,595,CCND1
hsa04015,Rap1 signaling pathway,1/15,206/7431,0.34433250505896706,0.35308672128927976,0.22115914687105828,1,kg,PCR,3480,IGF1R
hsa05163,Human cytomegalovirus infection,1/15,225/7431,0.36974966489411787,0.3759639449763719,0.23548850838015473,1,kg,PCR,595,CCND1
hsa04014,Ras signaling pathway,1/15,232/7431,0.37887979020949036,0.38203712179456945,0.23929249907967817,1,kg,PCR,3480,IGF1R
hsa04144,Endocytosis,1/15,244/7431,0.3942448163612383,0.3942448163612383,0.2469389019400536,1,kg,PCR,3480,IGF1R
