ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,Count,ont,comparison,geneID,symbol
hsa05161,Hepatitis B,20/168,144/7431,5.320977346541484e-11,1.0641954693082969e-9,3.7170463760529037e-10,20,kg,PCR,596/898/3551/1021/5595/595/890/4214/3576/1643/7124/1027/4893/9586/1019/4088/1869/5291/6774/4615,BCL2/CCNE1/IKBKB/CDK6/MAPK3/CCND1/CCNA2/MAP3K1/CXCL8/DDB2/TNF/CDKN1B/NRAS/CREB5/CDK4/SMAD3/E2F1/PIK3CB/STAT3/MYD88
hsa05224,Breast cancer,20/168,147/7431,7.810440609022849e-11,1.431914111654189e-9,5.001422495251474e-10,20,kg,PCR,2064/3480/83439/675/1956/51176/1021/4851/5595/6654/595/1643/7473/4893/4853/1019/1869/5291/3815/2535,ERBB2/IGF1R/TCF7L1/BRCA2/EGFR/LEF1/CDK6/NOTCH1/MAPK3/SOS1/CCND1/DDB2/WNT3/NRAS/NOTCH2/CDK4/E2F1/PIK3CB/KIT/FZD2
hsa05223,Non-small cell lung cancer,14/168,66/7431,1.4779956549285732e-10,2.50122341603297e-9,8.736330591885494e-10,14,kg,PCR,2064/1956/1021/5595/6654/595/1643/1029/5336/4893/1019/1869/5291/6774,ERBB2/EGFR/CDK6/MAPK3/SOS1/CCND1/DDB2/CDKN2A/PLCG2/NRAS/CDK4/E2F1/PIK3CB/STAT3
hsa01521,EGFR tyrosine kinase inhibitor resistance,15/168,79/7431,1.6925625541500105e-10,2.659741156521445e-9,9.290004996462464e-10,15,kg,PCR,2064/596/3480/1956/4233/5595/6654/3082/80310/5336/7422/4893/2261/5291/6774,ERBB2/BCL2/IGF1R/EGFR/MET/MAPK3/SOS1/HGF/PDGFD/PLCG2/VEGFA/NRAS/FGFR3/PIK3CB/STAT3
hsa05166,HTLV-I infection,25/168,255/7431,4.0654636962716707e-10,5.9626800878651164e-9,2.0826585952830314e-9,25,kg,PCR,4602/3551/11200/5534/1111/595/5423/4214/22800/1029/7124/3559/5567/5532/7473/4893/6929/1019/4088/1869/5424/57804/5291/545/2535,MYB/IKBKB/CHEK2/PPP3R1/CHEK1/CCND1/POLB/MAP3K1/RRAS2/CDKN2A/TNF/IL2RA/PRKACB/PPP3CB/WNT3/NRAS/TCF3/CDK4/SMAD3/E2F1/POLD1/POLD4/PIK3CB/ATR/FZD2
hsa05206,MicroRNAs in cancer,27/168,299/7431,4.854789969991063e-10,6.563929856233077e-9,2.2926644952393047e-9,27,kg,PCR,2064/596/898/2146/3551/1956/4233/1021/993/3667/4851/6654/595/1788/1029/5336/1944/1027/7473/7422/1786/4893/4853/8651/1869/2261/6774,ERBB2/BCL2/CCNE1/EZH2/IKBKB/EGFR/MET/CDK6/CDC25A/IRS1/NOTCH1/SOS1/CCND1/DNMT3A/CDKN2A/PLCG2/EFNA3/CDKN1B/WNT3/VEGFA/DNMT1/NRAS/NOTCH2/SOCS1/E2F1/FGFR3/STAT3
hsa05218,Melanoma,14/168,72/7431,5.072127616180105e-10,6.563929856233077e-9,2.2926644952393047e-9,14,kg,PCR,3480/1956/4233/1021/5595/595/3082/1643/80310/1029/4893/1019/1869/5291,IGF1R/EGFR/MET/CDK6/MAPK3/CCND1/HGF/DDB2/PDGFD/CDKN2A/NRAS/CDK4/E2F1/PIK3CB
hsa05226,Gastric cancer,19/168,149/7431,7.460624087510647e-10,9.118540551401901e-9,3.1849447858963582e-9,19,kg,PCR,2064/596/83439/898/1956/4233/51176/5595/6654/595/3082/1643/1027/7473/4893/4088/1869/5291/2535,ERBB2/BCL2/TCF7L1/CCNE1/EGFR/MET/LEF1/MAPK3/SOS1/CCND1/HGF/DDB2/CDKN1B/WNT3/NRAS/SMAD3/E2F1/PIK3CB/FZD2
hsa05163,Human cytomegalovirus infection,23/168,225/7431,9.611604975520398e-10,1.0983652385406273e-8,3.836395330787838e-9,23,kg,PCR,3551/1956/1021/5534/5595/6654/595/3576/637/1029/7124/2778/5881/5567/5532/7422/5332/4893/9586/1019/1869/5291/6774,IKBKB/EGFR/CDK6/PPP3R1/MAPK3/SOS1/CCND1/CXCL8/BID/CDKN2A/TNF/GNAS/RAC3/PRKACB/PPP3CB/VEGFA/PLCB4/NRAS/CREB5/CDK4/E2F1/PIK3CB/STAT3
hsa05219,Bladder cancer,11/168,41/7431,9.985138532187522e-10,1.0983652385406273e-8,3.836395330787838e-9,11,kg,PCR,2064/1956/5595/595/3576/1029/7422/4893/1019/1869/2261,ERBB2/EGFR/MAPK3/CCND1/CXCL8/CDKN2A/VEGFA/NRAS/CDK4/E2F1/FGFR3
hsa05220,Chronic myeloid leukemia,14/168,76/7431,1.0785402483676424e-9,1.1298993078137206e-8,3.946538252172327e-9,14,kg,PCR,3551/1021/3066/5595/6654/595/1643/1029/1027/4893/1019/4088/1869/5291,IKBKB/CDK6/HDAC2/MAPK3/SOS1/CCND1/DDB2/CDKN2A/CDKN1B/NRAS/CDK4/SMAD3/E2F1/PIK3CB
hsa04014,Ras signaling pathway,23/168,232/7431,1.7617731036873151e-9,1.761773103687315e-8,6.153561558333685e-9,23,kg,PCR,3480/3551/1956/4233/1946/5595/6654/4254/3082/22800/80310/5336/1944/5881/5337/5567/7422/4893/10156/1969/2261/5291/3815,IGF1R/IKBKB/EGFR/MET/EFNA5/MAPK3/SOS1/KITLG/HGF/RRAS2/PDGFD/PLCG2/EFNA3/RAC3/PLD1/PRKACB/VEGFA/NRAS/RASA4/EPHA2/FGFR3/PIK3CB/KIT
hsa05214,Glioma,13/168,71/7431,4.7156543448073204e-9,4.510625895033089e-8,1.5754817719493568e-8,13,kg,PCR,3480/1956/1021/5595/6654/595/1643/1029/5336/4893/1019/1869/5291,IGF1R/EGFR/CDK6/MAPK3/SOS1/CCND1/DDB2/CDKN2A/PLCG2/NRAS/CDK4/E2F1/PIK3CB
hsa05210,Colorectal cancer,14/168,86/7431,5.854008201036967e-9,5.366174184283886e-8,1.874309643314468e-8,14,kg,PCR,596/83439/1956/51176/5595/6654/595/4436/1643/5881/2956/4893/4088/5291,BCL2/TCF7L1/EGFR/LEF1/MAPK3/SOS1/CCND1/MSH2/DDB2/RAC3/MSH6/NRAS/SMAD3/PIK3CB
hsa05222,Small cell lung cancer,14/168,93/7431,1.667769471330129e-8,1.4676371347705136e-7,5.126196690825239e-8,14,kg,PCR,596/898/6502/3551/1021/595/1643/1027/3655/1019/3918/1869/5291/3911,BCL2/CCNE1/SKP2/IKBKB/CDK6/CCND1/DDB2/CDKN1B/ITGA6/CDK4/LAMC2/E2F1/PIK3CB/LAMA5
hsa05205,Proteoglycans in cancer,20/168,201/7431,2.0793372597489327e-8,1.7594392197875584e-7,6.145409715047454e-8,20,kg,PCR,2064/3480/1956/4233/5595/6654/595/6608/3082/22800/5336/7124/5727/5567/7473/7422/4893/5291/6774/2535,ERBB2/IGF1R/EGFR/MET/MAPK3/SOS1/CCND1/SMO/HGF/RRAS2/PLCG2/TNF/PTCH1/PRKACB/WNT3/VEGFA/NRAS/PIK3CB/STAT3/FZD2
hsa04310,Wnt signaling pathway,17/168,146/7431,2.4917937246000693e-8,2.0303504422667234e-7,7.091654654807216e-8,17,kg,PCR,4316/83439/8454/51176/6500/5534/595/6422/5881/5567/5532/7473/5332/4088/6424/6423/2535,MMP7/TCF7L1/CUL1/LEF1/SKP1/PPP3R1/CCND1/SFRP1/RAC3/PRKACB/PPP3CB/WNT3/PLCB4/SMAD3/SFRP4/SFRP2/FZD2
hsa04933,AGE-RAGE signaling pathway in diabetic complications,14/168,99/7431,3.798532770241874e-8,2.984561462332901e-7,1.0424544820588604e-7,14,kg,PCR,596/5595/595/3576/5336/7124/1027/7422/5332/4893/1019/4088/5291/6774,BCL2/MAPK3/CCND1/CXCL8/PLCG2/TNF/CDKN1B/VEGFA/PLCB4/NRAS/CDK4/SMAD3/PIK3CB/STAT3
hsa04115,p53 signaling pathway,12/168,72/7431,5.702872310940132e-8,4.32631692554079e-7,1.5111059117917593e-7,12,kg,PCR,596/898/11200/1021/1111/595/2810/637/1643/1029/1019/545,BCL2/CCNE1/CHEK2/CDK6/CHEK1/CCND1/SFN/BID/DDB2/CDKN2A/CDK4/ATR
hsa04510,Focal adhesion,19/168,199/7431,9.379366073014017e-8,6.878201786876945e-7,2.40243411694745e-7,19,kg,PCR,2064/596/3480/3691/7060/1956/4233/5595/6654/595/3082/3696/80310/5881/7422/3655/3918/5291/3911,ERBB2/BCL2/IGF1R/ITGB4/THBS4/EGFR/MET/MAPK3/SOS1/CCND1/HGF/ITGB8/PDGFD/RAC3/VEGFA/ITGA6/LAMC2/PIK3CB/LAMA5
hsa05203,Viral carcinogenesis,19/168,201/7431,1.1007475008595823e-7,7.811756457713164e-7,2.7285082364261296e-7,19,kg,PCR,898/6502/1021/3066/5595/1111/595/5423/890/1029/79885/1027/5567/4893/9586/1019/6850/5291/6774,CCNE1/SKP2/CDK6/HDAC2/MAPK3/CHEK1/CCND1/POLB/CCNA2/CDKN2A/HDAC11/CDKN1B/PRKACB/NRAS/CREB5/CDK4/SYK/PIK3CB/STAT3
hsa05221,Acute myeloid leukemia,11/168,66/7431,2.0813004525654243e-7,1.4308940611387293e-6,4.997859639384079e-7,11,kg,PCR,83439/3551/51176/5595/6654/595/4893/5291/6774/1848/3815,TCF7L1/IKBKB/LEF1/MAPK3/SOS1/CCND1/NRAS/PIK3CB/STAT3/DUSP6/KIT
hsa04068,FoxO signaling pathway,15/168,132/7431,2.392670069938558e-7,1.5951133799590386e-6,5.571448647703819e-7,15,kg,PCR,3480/6502/3551/1956/3667/5595/6654/595/1027/4893/5563/4088/5291/6774/6794,IGF1R/SKP2/IKBKB/EGFR/IRS1/MAPK3/SOS1/CCND1/CDKN1B/NRAS/PRKAA2/SMAD3/PIK3CB/STAT3/STK11
hsa05213,Endometrial cancer,10/168,58/7431,5.460156459692403e-7,3.5330424150950842e-6,1.2340291689088093e-6,10,kg,PCR,2064/83439/1956/51176/5595/6654/595/1643/4893/5291,ERBB2/TCF7L1/EGFR/LEF1/MAPK3/SOS1/CCND1/DDB2/NRAS/PIK3CB
hsa04015,Rap1 signaling pathway,18/168,206/7431,7.881247327481382e-7,4.953926891559726e-6,1.7303189621237322e-6,18,kg,PCR,3480/1956/4233/1946/5595/4254/3082/80310/1944/2778/5881/7422/5332/4893/1969/2261/5291/3815,IGF1R/EGFR/MET/EFNA5/MAPK3/KITLG/HGF/PDGFD/EFNA3/GNAS/RAC3/VEGFA/PLCB4/NRAS/EPHA2/FGFR3/PIK3CB/KIT
hsa05202,Transcriptional misregulation in cancer,17/168,186/7431,8.65632726448927e-7,5.289977772743442e-6,1.847695585695078e-6,17,kg,PCR,3480/8842/4233/3087/25942/3066/5087/3576/1643/7113/1027/2530/6929/8358/1848/9915/7102,IGF1R/PROM1/MET/HHEX/SIN3A/HDAC2/PBX1/CXCL8/DDB2/TMPRSS2/CDKN1B/FUT8/TCF3/HIST1H3B/DUSP6/ARNT2/TSPAN7
hsa04072,Phospholipase D signaling pathway,15/168,146/7431,8.951788677657195e-7,5.322685159688062e-6,1.8591196969245388e-6,15,kg,PCR,1956/5595/6654/4254/3576/22800/80310/5336/2778/5337/5332/4893/6850/5291/3815,EGFR/MAPK3/SOS1/KITLG/CXCL8/RRAS2/PDGFD/PLCG2/GNAS/PLD1/PLCB4/NRAS/SYK/PIK3CB/KIT
hsa03030,DNA replication,8/168,36/7431,1.0192861455058834e-6,5.901130316086693e-6,2.0611603496379364e-6,8,kg,PCR,5983/4176/4171/4174/4173/2237/5424/57804,RFC3/MCM7/MCM2/MCM5/MCM4/FEN1/POLD1/POLD4
hsa05230,Central carbon metabolism in cancer,10/168,65/7431,1.6343417832689008e-6,9.21936390561944e-6,3.220160598613489e-6,10,kg,PCR,2064/1956/4233/5979/5595/4893/3417/2261/5291/3815,ERBB2/EGFR/MET/RET/MAPK3/NRAS/IDH1/FGFR3/PIK3CB/KIT
hsa04350,TGF-beta signaling pathway,11/168,84/7431,2.531476610561191e-6,1.3923121358086551e-5,4.86309980449913e-6,11,kg,PCR,658/3400/8454/6500/5595/91/7124/7027/4052/4088/654,BMPR1B/ID4/CUL1/SKP1/MAPK3/ACVR1B/TNF/TFDP1/LTBP1/SMAD3/BMP6
hsa04662,B cell receptor signaling pathway,10/168,71/7431,3.7505210080341243e-6,2.012474687237823e-5,7.029217807098616e-6,10,kg,PCR,3551/5534/5595/6654/5336/5881/5532/4893/6850/5291,IKBKB/PPP3R1/MAPK3/SOS1/PLCG2/RAC3/PPP3CB/NRAS/SYK/PIK3CB
hsa05167,Kaposi's sarcoma-associated herpesvirus infection,16/168,186/7431,4.110635408390633e-6,2.1531899758236647e-5,7.52071139880993e-6,16,kg,PCR,3551/1021/5534/5595/595/3576/637/5336/5532/7422/4893/1019/6850/1869/5291/6774,IKBKB/CDK6/PPP3R1/MAPK3/CCND1/CXCL8/BID/PLCG2/PPP3CB/VEGFA/NRAS/CDK4/SYK/E2F1/PIK3CB/STAT3
hsa04370,VEGF signaling pathway,9/168,59/7431,5.931077800384394e-6,3.0345049211268996e-5,1.0598988480491085e-5,9,kg,PCR,5534/5595/5336/5881/5532/7422/4893/3315/5291,PPP3R1/MAPK3/PLCG2/RAC3/PPP3CB/VEGFA/NRAS/HSPB1/PIK3CB
hsa04930,Type II diabetes mellitus,8/168,46/7431,7.249608018424681e-6,3.6248040092123404e-5,1.2660798692464158e-5,8,kg,PCR,776/3551/3667/5595/7124/8835/8651/5291,CACNA1D/IKBKB/IRS1/MAPK3/TNF/SOCS2/SOCS1/PIK3CB
hsa04550,Signaling pathways regulating pluripotency of stem cells,13/168,139/7431,1.392339106449542e-5,6.80699118708665e-5,2.3775615151068205e-5,13,kg,PCR,658/3480/3400/5595/91/7473/4893/6929/4088/2261/5291/6774/2535,BMPR1B/IGF1R/ID4/MAPK3/ACVR1B/WNT3/NRAS/TCF3/SMAD3/FGFR3/PIK3CB/STAT3/FZD2
hsa04916,Melanogenesis,11/168,101/7431,1.554106757651846e-5,7.274542269859705e-5,2.540868831099323e-5,11,kg,PCR,83439/51176/5595/4254/2778/5567/7473/5332/4893/3815/2535,TCF7L1/LEF1/MAPK3/KITLG/GNAS/PRKACB/WNT3/PLCB4/NRAS/KIT/FZD2
hsa05216,Thyroid cancer,7/168,37/7431,1.5482051439433962e-5,7.274542269859705e-5,2.540868831099323e-5,7,kg,PCR,83439/51176/5979/5595/595/1643/4893,TCF7L1/LEF1/RET/MAPK3/CCND1/DDB2/NRAS
hsa04917,Prolactin signaling pathway,9/168,70/7431,2.4807047409285073e-5,1.1369896729255658e-4,3.9713036422759005e-5,9,kg,PCR,5595/6654/595/5618/8835/4893/8651/5291/6774,MAPK3/SOS1/CCND1/PRLR/SOCS2/NRAS/SOCS1/PIK3CB/STAT3
hsa04520,Adherens junction,9/168,72/7431,3.1233953800610145e-5,1.402340782884537e-4,4.898128093328767e-5,9,kg,PCR,2064/3480/83439/1956/4233/51176/5595/5881/4088,ERBB2/IGF1R/TCF7L1/EGFR/MET/LEF1/MAPK3/RAC3/SMAD3
hsa04150,mTOR signaling pathway,13/168,151/7431,3.385782301325855e-5,1.4897442125833763e-4,5.203412799932367e-5,13,kg,PCR,3480/6502/3551/3667/5595/6654/7124/7473/4893/5563/5291/6794/2535,IGF1R/SKP2/IKBKB/IRS1/MAPK3/SOS1/TNF/WNT3/NRAS/PRKAA2/PIK3CB/STK11/FZD2
hsa01524,Platinum drug resistance,9/168,73/7431,3.494363475978712e-5,1.5073724798339542e-4,5.2649852166449124e-5,9,kg,PCR,2064/596/5595/4436/637/7507/1029/2956/5291,ERBB2/BCL2/MAPK3/MSH2/BID/XPA/CDKN2A/MSH6/PIK3CB
hsa04360,Axon guidance,14/168,175/7431,3.823319009723666e-5,1.6175580425753974e-4,5.649843880765742e-5,14,kg,PCR,658/4233/1946/5534/5595/6608/5336/5727/1944/5881/5532/4893/1969/5291,BMPR1B/MET/EFNA5/PPP3R1/MAPK3/SMO/PLCG2/PTCH1/EFNA3/RAC3/PPP3CB/NRAS/EPHA2/PIK3CB
hsa04912,GnRH signaling pathway,10/168,93/7431,4.2772812338637055e-5,1.775475229150972e-4,6.20142065684311e-5,10,kg,PCR,776/1956/5595/6654/4214/2778/5337/5567/5332/4893,CACNA1D/EGFR/MAPK3/SOS1/MAP3K1/GNAS/PLD1/PRKACB/PLCB4/NRAS
hsa05145,Toxoplasmosis,11/168,113/7431,4.497690460580525e-5,1.8131018954469232e-4,6.332843941034708e-5,11,kg,PCR,596/3551/5595/7124/3655/8651/3918/3306/3911/6774/4615,BCL2/IKBKB/MAPK3/TNF/ITGA6/SOCS1/LAMC2/HSPA2/LAMA5/STAT3/MYD88
hsa05169,Epstein-Barr virus infection,15/168,201/7431,4.532754738617308e-5,1.8131018954469232e-4,6.332843941034708e-5,15,kg,PCR,596/6502/3551/3066/890/5336/5433/1027/5567/7128/6850/3315/3306/5291/6774,BCL2/SKP2/IKBKB/HDAC2/CCNA2/PLCG2/POLR2D/CDKN1B/PRKACB/TNFAIP3/SYK/HSPB1/HSPA2/PIK3CB/STAT3
hsa04919,Thyroid hormone signaling pathway,11/168,116/7431,5.735539761515953e-5,2.2532477634526956e-4,7.870195537418508e-5,11,kg,PCR,4851/25942/3066/5595/595/5336/5567/5332/4893/4853/5291,NOTCH1/SIN3A/HDAC2/MAPK3/CCND1/PLCG2/PRKACB/PLCB4/NRAS/NOTCH2/PIK3CB
hsa04213,Longevity regulating pathway - multiple species,8/168,62/7431,6.907310657798837e-5,2.6659795521328844e-4,9.311794607928258e-5,8,kg,PCR,3480/3667/3066/5567/4893/5563/3306/5291,IGF1R/IRS1/HDAC2/PRKACB/NRAS/PRKAA2/HSPA2/PIK3CB
hsa04340,Hedgehog signaling pathway,7/168,47/7431,7.819456173636323e-5,2.9157294206779506e-4,1.0184126684664614e-4,7,kg,PCR,596/8454/595/6608/5727/5567/2737,BCL2/CUL1/CCND1/SMO/PTCH1/PRKACB/GLI3
hsa05217,Basal cell carcinoma,8/168,63/7431,7.76163491848945e-5,2.9157294206779506e-4,1.0184126684664614e-4,8,kg,PCR,83439/51176/6608/1643/5727/7473/2737/2535,TCF7L1/LEF1/SMO/DDB2/PTCH1/WNT3/GLI3/FZD2
hsa04066,HIF-1 signaling pathway,10/168,100/7431,7.998658079247012e-5,2.9328412957239046e-4,1.0243895434825123e-4,10,kg,PCR,2064/596/3480/1956/5595/5336/1027/7422/5291/6774,ERBB2/BCL2/IGF1R/EGFR/MAPK3/PLCG2/CDKN1B/VEGFA/PIK3CB/STAT3
hsa04330,Notch signaling pathway,7/168,48/7431,8.982246162796327e-5,3.2394986160904786e-4,1.131499516624904e-4,7,kg,PCR,84441/196403/83464/4851/3066/23220/4853,MAML2/DTX3/APH1B/NOTCH1/HDAC2/DTX4/NOTCH2
hsa04625,C-type lectin receptor signaling pathway,10/168,104/7431,1.1159126780217548e-4,3.95969014781913e-4,1.3830496688554858e-4,10,kg,PCR,3551/5534/5595/22800/5336/7124/5532/4893/6850/5291,IKBKB/PPP3R1/MAPK3/RRAS2/PLCG2/TNF/PPP3CB/NRAS/SYK/PIK3CB
hsa03430,Mismatch repair,5/168,23/7431,1.3458577294774422e-4,4.626763024681327e-4,1.6160464153193153e-4,5,kg,PCR,5983/4436/2956/5424/57804,RFC3/MSH2/MSH6/POLD1/POLD4
hsa04664,Fc epsilon RI signaling pathway,8/168,68/7431,1.3459674253618405e-4,4.626763024681327e-4,1.6160464153193153e-4,8,kg,PCR,5595/6654/5336/7124/5881/4893/6850/5291,MAPK3/SOS1/PLCG2/TNF/RAC3/NRAS/SYK/PIK3CB
hsa05211,Renal cell carcinoma,8/168,69/7431,1.493582811196849e-4,5.05520336097395e-4,1.7656930399574086e-4,8,kg,PCR,4233/5595/6654/3082/7422/4893/5291/9915,MET/MAPK3/SOS1/HGF/VEGFA/NRAS/PIK3CB/ARNT2
hsa04921,Oxytocin signaling pathway,12/168,152/7431,1.5768000553506716e-4,5.256000184502239e-4,1.835827815639538e-4,12,kg,PCR,776/1956/5534/5595/595/2778/5567/5532/5332/4893/5563/781,CACNA1D/EGFR/PPP3R1/MAPK3/CCND1/GNAS/PRKACB/PPP3CB/PLCB4/NRAS/PRKAA2/CACNA2D1
hsa04926,Relaxin signaling pathway,11/168,130/7431,1.6140072396145003e-4,5.299725264405822e-4,1.851100211969498e-4,11,kg,PCR,1956/5595/6654/2778/5567/7422/5332/4893/9586/4088/5291,EGFR/MAPK3/SOS1/GNAS/PRKACB/VEGFA/PLCB4/NRAS/CREB5/SMAD3/PIK3CB
hsa04650,Natural killer cell mediated cytotoxicity,11/168,131/7431,1.7279588381569785e-4,5.590455064625519e-4,1.952646984295038e-4,11,kg,PCR,5534/5595/6654/637/5336/7124/5881/5532/4893/6850/5291,PPP3R1/MAPK3/SOS1/BID/PLCG2/TNF/RAC3/PPP3CB/NRAS/SYK/PIK3CB
hsa05162,Measles,11/168,132/7431,1.848674643839027e-4,5.89432495137081e-4,0.00020587833562204269,11,kg,PCR,898/1021/595/3559/1027/7128/1019/3306/5291/6774/4615,CCNE1/CDK6/CCND1/IL2RA/CDKN1B/TNFAIP3/CDK4/HSPA2/PIK3CB/STAT3/MYD88
hsa03460,Fanconi anemia pathway,7/168,54/7431,1.9279876988449797e-4,6.05938991065565e-4,2.116437624295993e-4,7,kg,PCR,675/2175/2187/2178/2176/83990/545,BRCA2/FANCA/FANCB/FANCE/FANCC/BRIP1/ATR
hsa04658,Th1 and Th2 cell differentiation,9/168,92/7431,2.1662295950582297e-4,6.712260717081838e-4,2.344473838980738e-4,9,kg,PCR,2625/84441/3551/4851/5534/5595/3559/5532/4853,GATA3/MAML2/IKBKB/NOTCH1/PPP3R1/MAPK3/IL2RA/PPP3CB/NOTCH2
